iter	Logloss
0	0.612041524
1	0.5517416351
2	0.4935938674
3	0.4500167617
4	0.4141359898
5	0.3764735125
6	0.3433118043
7	0.3166180818
8	0.2942840051
9	0.2726760908
10	0.2520154502
11	0.23494885
12	0.2180239612
13	0.2068461171
14	0.1937409157
15	0.1818870467
16	0.1724564534
17	0.1621811428
18	0.1538741686
19	0.1460819528
20	0.1377322929
21	0.1308898269
22	0.1246991328
23	0.1193992218
24	0.1144105037
25	0.111046027
26	0.106614556
27	0.1017153379
28	0.09794648153
29	0.09459820808
30	0.09173514861
31	0.08904839404
32	0.08634835082
33	0.08359422201
34	0.08108410548
35	0.07872532622
36	0.07565774722
37	0.07255546199
38	0.07066657289
39	0.06851655392
40	0.06648488552
41	0.06470654145
42	0.06241145593
43	0.06077097707
44	0.05903829008
45	0.05720420209
46	0.05547368587
47	0.05367895611
48	0.05207702893
49	0.05056807253
50	0.04896971213
51	0.04800115272
52	0.04716020271
53	0.04608362943
54	0.04496796052
55	0.04372922455
56	0.04271548338
57	0.04212646247
58	0.04099203917
59	0.03977263934
60	0.03891690592
61	0.03771772442
62	0.03674273435
63	0.03566348408
64	0.03515349697
65	0.03457363198
66	0.03379048402
67	0.03305906763
68	0.0323782672
69	0.03169567154
70	0.03098371432
71	0.03061220669
72	0.02994709758
73	0.0294827311
74	0.02893731574
75	0.02821910345
76	0.02779958009
77	0.02720642253
78	0.02680921332
79	0.02650502149
80	0.02612918657
81	0.02566692621
82	0.02526518222
83	0.02472880698
84	0.02416832899
85	0.02391663868
86	0.02344757925
87	0.02301844426
88	0.02255456841
89	0.02233099974
90	0.02206886746
91	0.02178623505
92	0.02139318842
93	0.02092934357
94	0.02042784269
95	0.01995937033
96	0.0194682883
97	0.0192087655
98	0.0189587588
99	0.01866715999
100	0.01835665578
101	0.01815037292
102	0.0177634318
103	0.01751320267
104	0.01720471963
105	0.01701163584
106	0.01683548276
107	0.01656898919
108	0.01640766347
109	0.01620752514
110	0.01594464869
111	0.01566594059
112	0.01545245024
113	0.01531583553
114	0.01509291609
115	0.01492990005
116	0.01477195005
117	0.0146054602
118	0.01446733107
119	0.01438644356
120	0.01428853056
121	0.0140569529
122	0.01388808981
123	0.0137056187
124	0.01354074848
125	0.01338373565
126	0.01325112789
127	0.01304197449
128	0.01283644474
129	0.01277632965
130	0.01265537293
131	0.01246607426
132	0.0122386261
133	0.01208171873
134	0.01189243752
135	0.01180324698
136	0.01166007102
137	0.01152982963
138	0.01142846151
139	0.01129414751
140	0.01116511255
141	0.01106269119
142	0.01100793281
143	0.01087273903
144	0.0107926827
145	0.0107134592
146	0.0105787608
147	0.01045459336
148	0.01028897379
149	0.01025389571
150	0.01007658076
151	0.01003307092
152	0.009972350135
153	0.009887759759
154	0.009836155885
155	0.009737167274
156	0.009665496433
157	0.009470352194
158	0.009279425921
159	0.009191827317
160	0.009122035754
161	0.009031903958
162	0.008992297463
163	0.008883772656
164	0.008817796353
165	0.008723358662
166	0.008623044134
167	0.008576438782
168	0.008501691429
169	0.008425201933
170	0.008393547458
171	0.008339012941
172	0.008233118975
173	0.008143053093
174	0.008085962449
175	0.007976711653
176	0.007898655337
177	0.007823648649
178	0.007748518432
179	0.007690076212
180	0.007599370272
181	0.007530981253
182	0.007459343532
183	0.007448306188
184	0.007379221026
185	0.007330122836
186	0.007313336839
187	0.007288237508
188	0.007258520194
189	0.007240384027
190	0.007224312833
191	0.007175192706
192	0.007118498419
193	0.007066727904
194	0.007000633244
195	0.006953589164
196	0.006929673965
197	0.006904986072
198	0.006875028455
199	0.006839284715
200	0.006757281925
201	0.006714677488
202	0.006636341755
203	0.006610084448
204	0.006509318123
205	0.00647827678
206	0.00644097323
207	0.006398632144
208	0.006354790362
209	0.006322813976
210	0.006283226402
211	0.006250076935
212	0.006191242645
213	0.0061621931
214	0.006125474817
215	0.006065611013
216	0.006059725776
217	0.005991805486
218	0.005986123523
219	0.005953812872
220	0.005870450337
221	0.005821754381
222	0.005773508398
223	0.005746030309
224	0.00569061876
225	0.00568433158
226	0.005673831426
227	0.005662216686
228	0.005587156495
229	0.005570154577
230	0.005532839665
231	0.005489002911
232	0.005481736316
233	0.005476496283
234	0.005469597324
235	0.005464340079
236	0.005452712521
237	0.005439717242
238	0.005434904023
239	0.00541991045
240	0.005350075387
241	0.005339286052
242	0.005271109392
243	0.005266762534
244	0.005252788344
245	0.005248819964
246	0.005222043351
247	0.005182540519
248	0.005178511254
249	0.005153322829
250	0.005149567523
251	0.005121878138
252	0.00505926965
253	0.005055376273
254	0.005042149603
255	0.005038444074
256	0.004990638816
257	0.004965571183
258	0.004961952131
259	0.004949428276
260	0.004913734093
261	0.004856798789
262	0.004853109343
263	0.004798269686
264	0.004786881161
265	0.004783306106
266	0.004750086488
267	0.004746728825
268	0.004743241763
269	0.004739813491
270	0.004736413165
271	0.004733313067
272	0.00471990135
273	0.004698331997
274	0.004687436212
275	0.004684093505
276	0.004632338314
277	0.004629255781
278	0.00461731593
279	0.00456730292
280	0.004564323574
281	0.004543022566
282	0.00449609407
283	0.004493071694
284	0.004490196863
285	0.004487334002
286	0.004484524775
287	0.004464982608
288	0.004453171104
289	0.004434357182
290	0.004388148084
291	0.004374764494
292	0.004372028723
293	0.004327754919
294	0.004324896301
295	0.004314163404
296	0.004271550021
297	0.004268853637
298	0.004256001066
299	0.004231333543
